Age,CO2,Temperature
-30.0,338.76,0.31333333333333335
-30.0,337.3305124044746,0.3
-29.377058873955,335.9010248089492,-0.247304262848914
-29.14258988000006,334.4715372134238,-0.098202841899276
-29.14258988000006,335.2255738516231,0.05089857905036199
-29.0,336.03278692581154,0.2
-29.0,336.84,0.155
-28.0,336.125,0.11
-28.0,335.41,0.0726863238137974
-27.4949533800902,334.625,0.0353726476275948
-27.0,333.84,0.1276863238137974
-27.0,334.69347672896157,0.22
-26.796750369999927,335.54695345792317,0.13
-26.67036968000002,332.3689555204767,0.03999999999999998
-26.0,332.1994777602383,-0.05
-26.0,332.03,-0.281073459580718
-25.6070239705273,332.19784316295886,-0.512146919161436
-25.570921230000067,332.3656863259178,-0.24607345958071797
-25.0,331.74784316295893,0.02
-25.0,331.13,0.0024999999999999988
-24.133413320000045,331.54980566810485,-0.015000000000000003
-24.0,330.19,-0.0325
-24.0,329.86,-0.05
-23.713291718757,329.53,-0.369514862629167
-23.0,329.2,-0.17634324175277802
-23.0,326.4,0.01682837912361096
-23.0,328.03999999999996,0.21
-23.0,329.68,0.16999999999999998
-22.088334380000106,328.41588801232757,0.13
-22.041017810000085,330.3504422217994,0.09000000000000001
-22.0,327.46,0.05000000000000002
-22.0,327.08,0.01
-21.8137776608167,326.7,-0.167502903756764
-21.0,326.32,-0.108751451878382
-21.0,326.31466287225874,-0.05
-20.872681979999925,326.3093257445175,-0.038000000000000006
-20.65630200999999,326.6491948420144,-0.026000000000000002
-20.637150239999983,325.0382094229711,-0.013999999999999999
-20.637150239999983,324.8810194360893,-0.0020000000000000018
-20.637150239999983,324.90492011289086,0.009999999999999995
-20.637150239999983,324.7998256800508,0.022000000000000006
-20.22168347999991,324.5570616692709,0.034
-20.0,325.68,0.046
-20.0,324.8,0.057999999999999996
-20.0,324.4915568233872,0.07
-19.9085027952909,324.18311364677436,0.199752883915664
-19.423218019999922,323.87467047016156,0.15650192261044268
-19.42203954999991,325.5374446835465,0.11325096130522135
-19.0,325.07872234177324,0.07
-19.0,324.62,0.044000000000000004
-18.98437082999999,325.07717594979096,0.018000000000000002
-18.813869489999888,324.08551736938495,-0.008000000000000007
-18.53874855999993,320.38065078205506,-0.034
-18.0,321.71532539102753,-0.06
-18.0,323.05,0.40578683635600404
-17.9974880833109,322.76,0.871573672712008
-17.0,322.47,0.01
-17.0,322.18,0.34212868042342
-17.0,322.9,0.67425736084684
-16.78904407999994,320.4923553617883,1.0063860412702599
-16.54523532999997,322.1747797142201,1.33851472169368
-16.0807544485546,321.9065198094801,1.6706434021171
-16.0,321.63825990474004,-0.03
-16.0,321.37,-0.03666666666666667
-15.866011569999955,320.98156635342656,-0.043333333333333335
-15.297878110000056,319.1950596158425,-0.05
-15.226349230000096,319.8929363220089,-0.05666666666666667
-15.0,320.04,-0.06333333333333334
-15.0,319.935,-0.07
-14.1583227772472,319.83000000000004,0.224999083291989
-14.0,319.725,-0.14
-14.0,319.62,-0.10333333333333333
-14.0,319.0,-0.06666666666666667
-13.564495589999979,319.12347301713646,-0.03
-13.200018279999995,319.06606441856763,0.006666666666666682
-13.0,318.99,0.04333333333333336
-13.0,318.21803347732714,0.08
-12.6152798600001,317.44606695465427,0.027209692854578672
-12.6152798600001,319.77605827448537,-0.025580614290842657
-12.542091540000001,317.4481354802273,-0.078370921436264
-12.395341090000102,319.1381732232432,-0.13116122858168533
-12.321916399999964,317.5216280215933,-0.18395153572710665
-12.2302139181605,317.9858140107966,-0.236741842872528
-12.0,318.45,-0.09337092143626399
-12.0,317.5213050597051,0.05
-11.71589999999992,316.59261011941027,0.065
-11.0,317.11630505970516,0.08
-11.0,317.64,0.11211536153231275
-10.568661719999909,318.20658038167187,0.14423072306462548
-10.31404479999992,313.0933880516286,0.17634608459693824
-10.2964486826132,315.00169402581434,0.208461446129251
-10.0,316.91,0.1092307230646255
-10.0,314.44694620819195,0.01
-9.092695849999927,311.98389241638387,0.027500000000000004
-9.0,316.3,0.045000000000000005
-9.0,315.98,0.0625
-9.0,316.15701000505607,0.08
-8.56297111999993,316.3340200101121,-0.1325297382412305
-8.35704784447102,316.2177114510737,-0.345059476482461
-8.102785849999918,316.1014028920352,-0.20337298432164067
-8.0,314.4,-0.06168649216082034
-8.0,314.4860831267646,0.08
-7.872424290000026,314.57216625352925,0.077
-7.257538840000052,315.2703546298443,0.074
-7.203373640000109,316.3272178354802,0.07100000000000001
-7.203373640000109,316.2425742358726,0.068
-7.203373640000109,316.2928012972935,0.065
-7.203373640000109,316.43892736076845,0.062
-7.103747099999964,314.23638292143335,0.059
-7.103747099999964,314.63773267233756,0.056
-7.0,314.0,0.053000000000000005
-7.0,314.15175981669984,0.05
-6.41203214014641,314.3035196333997,-0.111957145326549
-6.157200000000103,314.4552794500995,-0.1255657162612392
-6.157200000000103,315.5358065293993,-0.1391742871959294
-6.157200000000103,316.0351357655792,-0.1527828581306196
-6.099999999999909,316.3,-0.1663914290653098
-6.0,315.4666666666667,-0.18
-5.0,314.6333333333333,-0.12
-5.0,313.8,-0.09419532083675355
-5.0,313.5,-0.06839064167350711
-4.795964650000087,314.6025809876587,-0.04258596251026067
-4.795964650000087,314.8253417001523,-0.01678128334701423
-4.46142226859875,313.2626708500761,0.0090233958162322
-4.0,311.7,-0.0304883020918839
-4.0,312.4355285059685,-0.07
-3.791544359999989,313.1710570119369,-0.036666666666666674
-3.7139373699999396,312.8003637775662,-0.003333333333333341
-3.5585613600001125,312.7532516171712,0.03
-3.5585613600001125,311.6922300483932,0.06333333333333332
-3.0,312.1,0.09666666666666665
-3.0,312.1281542394315,0.13
-2.5052388913343,312.1563084788631,-0.415228084979487
-2.3839181700000154,312.1844627182946,-0.1826140424897435
-2.0,312.13879144129186,0.05
-1.0,312.09312016428913,-0.03
-0.543502632406174,312.0474488872864,-0.361091062517596
-0.25090000000000146,312.0017776102837,-0.245545531258798
0.0,312.3008888051419,-0.13
0.0,312.6,-0.20287725416579167
0.33152825999991364,313.6602846482332,-0.2757545083315833
0.439441392906254,312.43014232411656,-0.348631762497375
1.0,311.2,-0.2043158812486875
1.0,310.4469968033204,-0.06
1.225945319999937,309.6939936066409,0.41324657582553853
1.42376592158562,309.96266240442725,0.886493151651077
2.0,310.23133120221365,-0.05
2.0,310.5,-0.043333333333333335
2.2935130999999274,311.57094999761165,-0.03666666666666667
3.0,311.5,-0.030000000000000002
3.0,310.0,-0.023333333333333334
3.0,310.8,-0.01666666666666667
3.0,310.5814500886626,-0.01
3.3366031699999894,310.36290017732523,-0.11475654258634074
3.3731399599998895,313.21174406076346,-0.2195130851726815
3.3731399599998895,312.52098023210357,-0.32426962775902224
3.39654622149422,312.01049011605176,-0.429026170345363
4.0,311.5,-0.2245130851726815
4.0,312.02984339020895,-0.02
4.38416084000005,312.5596867804179,0.013999999999999995
4.442779830000063,311.9671347125998,0.04799999999999999
4.6126112699998885,311.8114965345337,0.08199999999999998
5.0,309.7,0.11599999999999998
5.0,310.0701022240055,0.15
5.037190190000047,310.440204448011,0.0963908043331724
5.2356770799999595,311.2775834649954,0.0427816086663448
5.37481775562586,310.7509465188047,-0.0108275870004828
5.490957340000023,310.224309572614,0.03933793039961376
6.0,311.4,0.08950344779971033
6.0,312.1,0.13966896519980687
6.0,311.3,0.18983448259990343
6.0,311.8308200975371,0.24
6.426352059999999,312.36164019507424,0.20249999999999999
7.0,310.5,0.16499999999999998
7.0,311.0,0.1275
7.0,311.20587821273745,0.09
7.35856004973992,311.41175642547483,-0.648648881398874
7.792658919999894,311.6176346382123,-0.5272074011657284
7.792658919999894,312.1384725184697,-0.4057659209325827
7.900000000000091,312.3,-0.284324440699437
7.964587149999943,313.78370871604477,-0.16288296046629136
7.964587149999943,311.90375721589083,-0.041441480233145755
8.0,311.1018786079454,0.08
8.0,310.3,-0.09028803498101266
8.0,310.9,-0.2605760699620253
8.0,311.6,-0.430864104943038
8.22030175000009,312.7370657665416,-0.6011521399240507
8.22030175000009,312.05081147133444,-0.7714401749050633
8.35247634383126,311.3754057356672,-0.941728209886076
9.0,310.7,-0.360864104943038
9.0,311.2511338587386,0.22
9.160584629999903,311.80226771747726,0.10998914634091535
9.245991239999967,307.7386635857962,-2.1707318169306156e-05
9.34775266704891,309.12577572386414,-0.110032560977254
10.0,310.51288786193203,0.14
10.0,311.9,0.11571428571428573
10.030999999999949,309.80091502114107,0.09142857142857144
10.408172680000007,310.9510867188181,0.06714285714285714
10.77751491999993,311.0361345099159,0.04285714285714286
10.77751491999993,311.3874541483345,0.018571428571428572
11.0,310.9,-0.005714285714285727
11.0,309.72495678568754,-0.03
11.03227736000008,308.5499135713751,-0.0478697734071193
11.03227736000008,312.36342146741725,-0.0657395468142386
11.3423752082184,310.42162463793875,-0.0836093202213579
11.838400000000092,308.47982780846024,-0.05520699016601843
11.870147509999924,311.94102882822733,-0.026804660110678953
12.0,309.6,0.0015976699446605264
12.0,310.12934630261213,0.03
12.132119869999997,310.6586926052243,0.028
12.132119869999997,312.382326849556,0.026
12.233306950000042,312.2845912594188,0.024
12.233306950000042,312.501072864396,0.022
12.233306950000042,312.5806216853953,0.02
12.233306950000042,312.2269259743025,0.018000000000000002
12.233306950000042,312.0710880824047,0.016
12.233306950000042,312.3116530615644,0.014000000000000002
13.0,309.0,0.012000000000000004
13.0,308.0277835604264,0.01
13.136785700000019,307.0555671208528,-0.08119980644776634
13.136785700000019,307.75981922832034,-0.17239961289553266
13.3424073113673,308.34698650538854,-0.263599419343299
14.0,308.93415378245675,-0.13
14.12664190999999,309.52132105952495,-0.136
14.12664190999999,309.1680526705952,-0.14200000000000002
14.290543329999991,307.25859856593024,-0.14800000000000002
14.94369888999995,306.3197983876916,-0.154
15.0,307.0598991938458,-0.16
15.0,307.8,-0.135
16.0,308.71531303952224,-0.11
16.123575399999936,309.6306260790445,-0.0930764316204587
16.3525539453562,308.1946161724293,-0.0761528632409174
16.40695077999999,306.7586062658141,-0.11711464743068804
16.40695077999999,307.8376120370688,-0.1580764316204587
16.40695077999999,306.6304146533345,-0.19903821581022935
17.0,306.91520732666726,-0.24
17.0,307.2,-0.214
17.219075570000086,305.94402817135216,-0.188
17.462700710000036,308.27919921307927,-0.16199999999999998
17.70639580000011,308.25556223436706,-0.13599999999999998
18.0,307.40962142430766,-0.11
19.0,306.5636806142482,-0.06
19.17030616000011,305.7177398041888,-0.08
19.17030616000011,305.76409758436415,-0.1
20.0,305.79979700850515,-0.12
20.613674270000047,305.8354964326462,-0.1425
20.613674270000047,305.15718596024954,-0.16499999999999998
20.613674270000047,305.39063713078644,-0.1875
20.613674270000047,305.304234832072,-0.21
20.613674270000047,305.36916930445204,-0.23249999999999998
20.613674270000047,305.22823662503055,-0.255
21.0,305.7,-0.27749999999999997
21.0,306.75,-0.3
21.0,307.8,-0.274
21.256399999999985,305.78294147245686,-0.248
21.46069323000006,305.70537216677735,-0.222
21.843200000000024,305.66786848134046,-0.196
22.0,307.0435443236238,-0.17
22.203540369999928,308.4192201659071,-0.17
22.203540369999928,307.61826355772223,-0.17
23.0,307.0438585883514,-0.17
24.0,306.46945361898054,-0.07
24.4383734340813,305.8950486496097,-0.70931369626769
24.686957090000078,305.32064368023885,-0.5462091308451267
24.686957090000078,304.61766989412763,-0.3831045654225633
25.0,304.6667922954731,-0.22
25.251618980000103,304.7159146968185,-0.215
26.0,304.95795734840925,-0.21
26.0,305.2,-0.22666666666666666
27.0,303.2,-0.24333333333333335
27.0,305.4499871018702,-0.26
27.163116590000072,307.6999742037404,-0.25833333333333336
27.163116590000072,303.1389914555462,-0.25666666666666665
27.163116590000072,307.82491754334364,-0.255
27.163116590000072,306.13061399705606,-0.25333333333333335
27.494957789999944,303.1815383191544,-0.25166666666666665
28.0,302.85511883360493,-0.25
29.0,302.52869934805545,-0.17
30.0,302.202279862506,-0.23
30.2922188,301.8758603769565,-0.23
31.0,303.3,-0.23
31.0,303.6,-0.23
31.0,304.1066036741007,-0.23
31.331601200000023,304.61320734820134,-0.255
32.0,304.3370901663003,-0.28
32.12541188,304.0609729843993,-0.32821739293028723
32.12541188,304.2398521497749,-0.37643478586057444
32.12541188,303.4360627838425,-0.4246521787908616
32.12541188,303.6719973620779,-0.4728695717211488
32.6086436346063,303.2327856994263,-0.521086964651436
33.0,302.79357403677466,-0.43
34.0,302.35436237412307,-0.27
34.213969129999896,301.9151507114715,-0.17500000000000002
35.0,301.121543929205,-0.08
35.60700403999999,300.32793714693855,-0.0975
35.60700403999999,301.0722401652447,-0.11499999999999999
36.0,300.0,-0.1325
36.0,300.35,-0.15
36.0,300.7,-0.25
37.0,300.99886311136066,-0.35
37.484859689999894,301.29772622272134,-0.33999999999999997
38.0,298.4,-0.33
38.0,298.68575916467256,-0.32
38.37379,298.9715183293451,0.88
38.71498595999992,299.25727749401767,0.44
38.90461155999992,297.7268153632511,0.0
39.0,297.91653117320857,-0.44
39.284149150000076,298.10624698316605,-0.41000000000000003
40.0,297.9876768873946,-0.38
40.23523068999998,297.86910679162327,-0.41000000000000003
41.0,299.1345533958116,-0.44
41.0,300.4,-0.4266666666666667
41.47609211000008,301.50413540464433,-0.41333333333333333
42.0,301.0348172909114,-0.4
43.0,300.56549917717854,-0.33
44.0,300.09618106344567,-0.21
44.225799999999936,299.62686294971274,-0.2225
44.45643668999992,297.32821856127947,-0.235
44.64919585999996,299.0235966178361,-0.2475
45.0,297.06179830891807,-0.26
46.0,295.1,-0.35
46.0,295.5456789083238,-0.44
46.09347466000008,295.9913578166476,0.7000000000000002
46.81203,295.89423854443174,1.84
47.0,295.79711927221587,-0.31
48.0,295.7,-0.2833333333333333
48.0,295.0,-0.25666666666666665
48.0,294.71867902213353,-0.23
48.298125289999916,294.437358044267,-0.2
48.298125289999916,295.25562332443434,-0.17
48.30289999999991,297.1389291212222,-0.14
49.0,295.67982536062766,-0.11
49.82164923999994,294.22072160003313,-0.095
50.0,295.11036080001657,-0.08
51.0,296.0,-0.11499999999999999
51.0,296.1,-0.15
51.0,296.2,-0.16999999999999998
51.057595010000114,297.0473645165553,-0.19
51.34283968999989,295.2814574829282,-0.21000000000000002
52.0,296.01109311219614,-0.23
53.0,296.74072874146407,-0.06
54.0,297.47036437073206,-0.07
54.0,298.2,-0.135
55.0,297.32,-0.2
55.05624,296.44,3.04
55.5019069553371,295.56,-1.13716327211552
56.0,294.68,-0.23
56.0,293.8,-0.248
56.24367503999997,293.80883068272027,-0.266
56.34117893999996,293.16654166689625,-0.28400000000000003
56.9396999999999,295.3164626735822,-0.302
57.0,295.0879467588637,-0.32
57.12160448999998,294.8594308441452,-0.29000000000000004
57.6094814600001,295.17192926023625,-0.26
58.0,294.1083317963336,-0.23
59.0,293.04473433243095,-0.2
60.0,291.98113686852827,-0.28
60.1310578099999,290.9175394046256,-0.22750000000000004
60.992519469999934,292.3002485067955,-0.17500000000000002
60.992519469999934,292.3845273717589,-0.1225
61.0,292.29226368587945,-0.07
61.0,292.2,-0.10666666666666666
61.0,291.5,-0.1433333333333333
62.0,292.920893733643,-0.18
62.60553327000002,294.34178746728605,-0.245
63.0,293.0945249781907,-0.31
63.9775314643621,291.8472624890954,-1.89826085621833
64.0,290.6,-1.074130428109165
64.0,289.3578818499893,-0.25
64.39987096999994,288.1157636999787,0.04999999999999999
64.41511,288.4860420713143,0.35
65.0,288.8563204426498,-0.34
65.82009999999991,289.2265988139854,-0.32666666666666666
66.0,289.0,-0.31333333333333335
66.0,289.4,-0.3
66.0,289.8,-0.2733333333333333
66.20852756999989,289.7624132149648,-0.24666666666666667
67.0,291.1131740044929,-0.22
67.07764627999995,292.46393479402104,-0.165
68.0,291.2906333929576,-0.11
69.0,290.11733199189416,-0.13
70.0,288.9440305908307,-0.16
70.04941602000008,287.7707291897673,-0.28817662708668845
72.5316045381621,288.5494301272545,-0.416353254173377
73.09478323000008,289.3281310647417,-0.41817662708668846
73.15077,289.91406553237084,-0.42
76.0,290.5,-0.5368082373201712
76.2620196800001,291.5581974658393,-0.6536164746403426
77.0,287.2,-0.7704247119605138
77.17362217000004,286.6550967370638,-0.887232949280685
79.95531419999998,286.32578146070443,-1.0040411866008563
80.3438782799999,287.9864944292303,-1.1208494239210276
81.0,287.7,-1.2376576612411987
81.1628901323371,288.76622037064647,-1.35446589856137
81.58508690999997,289.8324407412929,-0.8863105990409132
81.58508690999997,289.23984908475535,-0.4181552995204566
81.93244,288.616050193226,0.05
82.26960000000008,287.9922513016967,0.025913318718821115
83.0,285.2,0.001826637437642227
83.25611204999996,284.70897353203816,-0.022260043843536664
83.25611204999996,285.3956110242991,-0.04634672512471555
85.87161822999997,286.65415816058197,-0.07043340640589443
86.0,285.4,-0.09452008768707333
87.02144425999995,285.3533187571561,-0.11860676896825222
88.16551931000004,287.17456217295097,-0.1426934502494311
89.8701617904871,286.94970811530067,-0.16678013153061
90.75925,286.7248540576503,0.05
91.0,286.5,-0.05012967818596813
91.15595858000006,286.6330756116753,-0.15025935637193627
93.3796722699999,283.16210074754474,-0.2503890345579044
95.28161881999995,285.56557722684016,-0.35051871274387253
96.0,287.0,-0.4506483909298407
96.29172496000001,288.05443747992655,-0.5507780691158087
98.0,288.6,-0.6509077473017768
98.6522026442121,287.0329154313637,-0.751037425487745
98.89435269,285.4658308627274,-0.6932780691158087
99.173,288.7903954001126,-0.6355187127438725
99.73761839999997,284.00163402345765,-0.5777593563719363
99.97031,285.85081701172885,-0.52
101.0,287.7,-0.41923076923076924
102.67820000000006,286.839237474432,-0.31846153846153846
104.0,285.0,-0.21769230769230768
104.0,283.3,-0.11692307692307691
104.09510939000006,282.79015846591506,-0.016153846153846185
104.09510939000006,284.44961291293924,0.08461538461538465
105.34534607,283.1828720355646,0.18538461538461548
105.53888998000002,283.5311237194569,0.2861538461538462
106.0,286.5,0.3869230769230769
106.70678711000005,280.97849752222953,0.48769230769230765
106.70678711000005,282.18446768851413,0.5884615384615386
109.17184283000006,283.6545457229947,0.6892307692307693
109.88879,283.8772728614974,0.79
112.0,284.1,0.5167041716714731
113.2998,284.151983964357,0.24340834334294603
115.0,283.7,-0.029887484985581025
116.435772404787,283.76019615516975,-0.303183313314108
116.82279999999992,283.82039231033946,-0.38545554220940537
117.12622381999995,285.0861666968484,-0.4677277711047027
119.25888,287.855870516557,-0.55
122.68114000000011,290.6255743362656,-0.5747934623671205
123.07770000000005,285.90893992625405,-0.5995869247342408
124.0,281.3,-0.6243803871013612
125.25500000000011,281.3603652847592,-0.6491738494684816
125.434915514837,284.36865479224645,-0.673967311835602
129.40378,287.3769442997336,-1.11
134.11314000000013,290.38523380722086,-0.9387690787945806
134.504056226862,287.3426169036104,-0.767538157589161
136.0,284.3,-0.48065361819187075
136.34030000000007,284.43128758236145,-0.1937690787945805
137.0,280.4,0.0931154606027097
139.93889,283.06573512983084,0.38
143.642025612462,285.73147025966165,-0.571270976991871
145.61182666666656,288.3972053894925,-0.514180651327914
150.0,281.1,-0.457090325663957
150.10205,282.73465912090785,-0.4
150.6636000000001,284.36931824181573,-0.47694884677019933
150.6636000000001,281.2297855549947,-0.5538976935403986
152.847664331237,280.81711110749893,-0.630846540310598
153.5284999999999,280.40443666000317,-0.35070545025883165
154.05649999999991,282.3047106620081,-0.07056436020706536
155.9034999999999,281.61711795078935,0.209576729844701
156.0,281.5,0.48971781989646723
159.94379416666683,287.79603246127266,0.7698589099482335
160.58005,284.13068830751513,1.05
162.119822630787,280.46534415375754,-0.762912655376313
169.0,276.8,-0.5021844915322348
169.70010000000002,273.07371696468044,-0.2414563276881565
170.5109,280.23629818436876,0.019271836155921762
171.01834,281.201900914291,0.28
171.457360346712,282.1675036442132,-0.456993530170381
174.47412750000015,283.1331063741354,-0.6693634807816132
176.0,277.8,-0.8817334313928455
176.54449999999997,277.8559524780317,-1.0941033820040778
180.859146902612,277.3693356615189,-1.30647333261531
181.44466,276.88271884500614,-0.72
186.30320000000006,276.3961020284933,-0.822
187.0,276.3,-0.9239999999999999
187.1217999999999,277.15568662096365,-1.026
189.0286780555557,283.2962000061526,-1.1280000000000001
191.48283,280.64910055249675,-1.23
197.87059999999997,278.00200109884094,-1.0718366256836138
198.0,276.4,-0.9136732513672274
198.0684000000001,276.4573287163011,-0.7555098770508413
199.850992168737,277.02870130514765,-0.597346502734455
200.88010000000008,277.6000738939942,-0.04367325136722744
201.87233,279.6117692721416,0.51
202.41643416666682,281.62346465028895,0.3109690463380478
207.0,276.7,0.1119380926760955
208.7428,276.8090000432731,-0.08709286098585678
209.438837666162,277.9650853949965,-0.286123814647809
212.18626,279.1211707467198,-2.44
215.77876750000016,280.2772560984432,-1.916424382191323
216.0,278.2,-1.392848764382646
216.12799999999993,278.3109424912346,-0.8692731465739689
219.086505577962,277.8783982603815,-0.345697528765292
223.16292,277.4458540295285,0.42
226.99260000000004,277.01330979867544,0.1967254603358325
227.0,276.9,-0.026549079328335
227.13560000000007,278.27011023020174,-0.24982361899250244
228.792913267737,281.4131702659287,-0.47309815865667
230.62197916666668,284.5562303016557,0.18345092067166496
233.73909,282.9049977143233,0.84
238.556987687087,281.25376512699097,-0.453388749571914
243.4036875,279.60253253965857,0.12830562521404298
244.64073,279.04141212623006,0.71
248.377665375612,278.4802917128016,-0.206616342918238
255.49973,277.91917129937315,-0.02
255.93360000000007,277.35805088594464,-0.06807487520294
258.253892460912,277.11866904812894,-0.11614975040588
258.4008919444443,276.8792872103132,-0.12211231280441001
260.0,276.3,-0.12807487520294
260.2585999999999,276.3246167739362,-0.13403743760147002
266.61209,275.6123083869681,-0.14
268.0,274.9,0.13217081454916196
268.10570000000007,276.6596678045921,0.40434162909832394
268.184624658587,278.5929710338278,0.676512443647486
272.9111741666668,280.5262742630634,-0.3667437781762569
277.77097,279.6508495087089,-1.41
278.168827272237,278.77542475435445,-0.138613600520653
279.0,277.9,-0.14580627113029432
286.76465000000013,281.0796652352811,-0.15299894173993567
288.205475193462,280.88310820509736,-0.160191612349577
